HDFC,last_updated_HDFC,KOTAK,last_updated_KOTAK,ICICI,last_updated_ICICI,AXIS,last_updated_AXIS,IDFC,last_updated_IDFC,SBI,last_updated_SBI,PNB,last_updated_PNB,BOB,last_updated_BOB,CANARA,last_updated_CANARA,UNION,last_updated_UNION
None,2023-10-01 00:00:00,None,2023-09-13 00:00:00,None,0.0,None,2023-10-12 00:00:00,None,2023-10-01 00:00:00,None,2023-02-15 00:00:00,None,2023-07-01 00:00:00,None,2023-10-09 00:00:00,None,2023-10-05 00:00:00,None,2023-05-23 00:00:00
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
7.0,None,6.5,None,7.0,None,7.1,None,7.0,None,6.5,None,6.5,None,6.5,None,6.8,None,6.7,None
